target,cue,frequency,
"Fuß	Fußball	4",,,
"Fuß	Ball	4",,,
"Fuß	treten	3",,,
"Fuß	barfuß	3",,,
"Fuß	Nagel	2",,,
"Fuß	Nagellack	2",,,
"Fuß	Körper	2",,,
"Fuß	Pflege	2",,,
"Fuß	Ballen	2",,,
"Fuß	Hand	2",,,
"Fuß	tanzen	1",,,
"Fuß	Ständer	1",,,
"Fuß	Socken	1",,,
"Fuß	Bar	1",,,
"Fuß	Schritt	1",,,
"Fuß	Fußnägel	1",,,
"Fuß	Füße	1",,,
"Fuß	Sprunggelenk	1",,,
"Fuß	Sohle	1",,,
"Fuß	Sport	1",,,
"Fuß	spielen	1",,,
"Fuß	Hornhaut	1",,,
"Fuß	Angel	1",,,
"Fuß	Finger	1",,,
"Fuß	Blase	1",,,
"Fuß	Knöchel	1",,,
"Fuß	Pilz	1",,,
"Fuß	Boden	1",,,
"Fuß	Scheibe	1",,,
"Fuß	riechen	1",,,
"Fuß	pflegen	1",,,
"Fuß	Nagelpilz	1",,,
"Fuß	stehen	1",,,
"Fuß	Nägel	1",,,
"Fuß	Strumpfhose	1",,,
"Fuß	schnell	1",,,
"Fuß	Arm	1",,,
"Fuß	Körperteil	1",,,
"Fuß	Creme	1",,,
"Fuß	Achillessehne	1",,,
"Fuß	Knie	1",,,
"Fuß	streicheln	1",,,
"Fuß	Fußabdruck	1",,,
"Fuß	Kopf	1",,,
"Fuß	Sportschuh	1",,,
"Fuß	Fußpilz	1",,,
"Fußball	spielen	10",,,
"Fußball	Tor	7",,,
"Fußball	Sport	5",,,
"Fußball	Spieler	5",,,
"Fußball	Ball	5",,,
"Fußball	Mannschaft	4",,,
"Fußball	Weltmeister	3",,,
"Fußball	elf	3",,,
"Fußball	rund	3",,,
"Fußball	Rasen	3",,,
"Fußball	Torwart	2",,,
"Fußball	Weltmeisterschaft	2",,,
"Fußball	Feld	2",,,
"Fußball	Leder	2",,,
"Fußball	laufen	1",,,
"Fußball	Dortmund	1",,,
"Fußball	Team	1",,,
"Fußball	Fuß	1",,,
"Fußball	WM	1",,,
"Fußball	Schiedsrichter	1",,,
"Fußball	schießen	1",,,
"Fußball	Mauerpark	1",,,
"Fußball	spannend	1",,,
"Fußball	abseits	1",,,
"Fußball	schwarz	1",,,
"Fußball	Spiel	1",,,
"Fußball	Trainer	1",,,
"Fußball	Spaß	1",,,
"Fußball	weiß	1",,,
"Fußball	Tore	1",,,
"Fußball	Deutschland	1",,,
"Fußball	EM	1",,,
"Fußball	kicken	1",,,
"Fußball	Gras	1",,,
"Fußball	Bier	1",,,
"Fußball	Fernsehen	1",,,
"Fußball	Länder	1",,,
"Fußball	Pokal	1",,,
"Fußball	Fußballplatz	1",,,
"Fußball	Teamsport	1",,,
"Fußball	Sportplatz	1",,,
"Fußball	Abseits	1",,,
"Fußball	Platz	1",,,
"Fußball	Randale	1",,,
"Fußball	Weltpokal	1",,,
"Fußball	Mannschaften	1",,,
"Fußball	Meisterschaft	1",,,
"Fußleiste	Boden	10",,,
"Fußleiste	Holz	9",,,
"Fußleiste	Wand	6",,,
"Fußleiste	Haus	4",,,
"Fußleiste	Parkett	4",,,
"Fußleiste	Teppich	4",,,
"Fußleiste	Zimmer	3",,,
"Fußleiste	stolpern	2",,,
"Fußleiste	Tür	2",,,
"Fußleiste	Nägel	2",,,
"Fußleiste	Gebäude	1",,,
"Fußleiste	Quellenangaben	1",,,
"Fußleiste	Haushalt	1",,,
"Fußleiste	Heimwerker	1",,,
"Fußleiste	Abtrennung	1",,,
"Fußleiste	Kommentar	1",,,
"Fußleiste	Kirche	1",,,
"Fußleiste	streichen	1",,,
"Fußleiste	Plastik	1",,,
"Fußleiste	Dekoration	1",,,
"Fußleiste	Umzug	1",,,
"Fußleiste	Computer	1",,,
"Fußleiste	Abnutzung	1",,,
"Fußleiste	Tapete	1",,,
"Fußleiste	Eingang	1",,,
"Fußleiste	Fußboden	1",,,
"Fußleiste	Raum	1",,,
"Fußleiste	Aufbewahrung	1",,,
"Fußleiste	Sachtexte	1",,,
"Fußleiste	Abschluss	1",,,
"Fußleiste	Schuhe	1",,,
"Fußleiste	schmutzig	1",,,
"Fußleiste	Schuhmacher	1",,,
"Fußleiste	bauen	1",,,
"Fußleiste	Wohnung	1",,,
"Fußleiste	Maus	1",,,
"Fußleiste	Seitenzahlen	1",,,
"Fußleiste	Abgrenzung	1",,,
"Fußleiste	zieren	1",,,
"Fußleiste	arbeiten	1",,,
"Fußleiste	Abdeckung	1",,,
"Fußleiste	Latte	1",,,
"Fußleiste	Schutz	1",,,
"Fußleiste	Baumarkt	1",,,
"Fußleiste	Kopfzeile	1",,,
"Fußleiste	Sockel	1",,,
"Gesang	Chor	13",,,
"Gesang	Musik	10",,,
"Gesang	Lied	7",,,
"Gesang	Kirche	6",,,
"Gesang	Stimme	5",,,
"Gesang	Oper	4",,,
"Gesang	schön	2",,,
"Gesang	Melodie	2",,,
"Gesang	Mund	2",,,
"Gesang	Sänger	2",,,
"Gesang	Freude	2",,,
"Gesang	Engel	2",,,
"Gesang	singen	2",,,
"Gesang	Musikunterricht	1",,,
"Gesang	Tenor	1",,,
"Gesang	Kultur	1",,,
"Gesang	hoch	1",,,
"Gesang	Text	1",,,
"Gesang	Begleitung	1",,,
"Gesang	Noten	1",,,
"Gesang	Strophe	1",,,
"Gesang	Probe	1",,,
"Gesang	harmonisch	1",,,
"Gesang	Ton	1",,,
"Gesang	Auftritt	1",,,
"Gesang	Duschen	1",,,
"Gesang	laut	1",,,
"Gesang	Mikrophon	1",,,
"Gesang	Kirchenchor	1",,,
"Gesang	Vogel	1",,,
"Gesang	Kinder	1",,,
"Gesang	Star	1",,,
"Gesang	Gesangstraining	1",,,
"Gesang	Konzert	1",,,
"Gesang	Musical	1",,,
"Gesang	Nachbarin	1",,,
"Gesang	Menschen	1",,,
"Gesang	Dusche	1",,,
"Gesang	schief	1",,,
"Gesangsbuch	Kirche	26",,,
"Gesangsbuch	singen	10",,,
"Gesangsbuch	Chor	9",,,
"Gesangsbuch	Schule	5",,,
"Gesangsbuch	Musik	4",,,
"Gesangsbuch	Lieder	4",,,
"Gesangsbuch	Musikunterricht	2",,,
"Gesangsbuch	Liedertext	1",,,
"Gesangsbuch	Gemeinschaft	1",,,
"Gesangsbuch	Tradition	1",,,
"Gesangsbuch	Gemeinde	1",,,
"Gesangsbuch	Hymne	1",,,
"Gesangsbuch	Nummern	1",,,
"Gesangsbuch	Noten	1",,,
"Gesangsbuch	staubig	1",,,
"Gesangsbuch	Gebet	1",,,
"Gesangsbuch	Gottesdienst	1",,,
"Gesangsbuch	Texte	1",,,
"Gesangsbuch	Orgel	1",,,
"Gesangsbuch	Choräle	1",,,
"Gesangsbuch	Lagerfeuer	1",,,
"Gesangsbuch	Religion	1",,,
"Gesangsbuch	Pfarrer	1",,,
"Gesangsbuch	Verein	1",,,
"Gesangsbuch	Lied	1",,,
"Gesangsbuch	Volkslieder	1",,,
"Gesangsbuch	Bibel	1",,,
"Gesangsbuch	Omas	1",,,
"Gesangsbuch	Pfadfinder	1",,,
"Gesangsbuch	Priester	1",,,
"Gesangsbuch	Studentenleben	1",,,
"Gesangsbuch	Kneipe	1",,,
"Gesangsbuch	Gesang	1",,,
"Gesangsbuch	langweilig	1",,,
"Gewächs	Pflanze	12",,,
"Gewächs	Haus	8",,,
"Gewächs	Unkraut	7",,,
"Gewächs	Garten	6",,,
"Gewächs	grün	6",,,
"Gewächs	Gewächshaus	5",,,
"Gewächs	Natur	3",,,
"Gewächs	Pflanzen	3",,,
"Gewächs	Gras	2",,,
"Gewächs	Gemüse	2",,,
"Gewächs	Baum	2",,,
"Gewächs	Strauch	2",,,
"Gewächs	Harry_Potter	1",,,
"Gewächs	Blatt	1",,,
"Gewächs	Dünger	1",,,
"Gewächs	Efeu	1",,,
"Gewächs	Busch	1",,,
"Gewächs	Sträucher	1",,,
"Gewächs	Farten	1",,,
"Gewächs	Kraut	1",,,
"Gewächs	schwül	1",,,
"Gewächs	Blumenstrauß	1",,,
"Gewächs	Feld	1",,,
"Gewächs	Kinder	1",,,
"Gewächs	pflegen	1",,,
"Gewächs	wachsen	1",,,
"Gewächs	Erde	1",,,
"Gewächs	Leben	1",,,
"Gewächs	Blumen	1",,,
"Gewächs	Gestrüpp	1",,,
"Gewächs	Tropen	1",,,
"Gewächs	groen	1",,,
"Gewächs	Krebs	1",,,
"Gewächs	Anbau	1",,,
"Gewächs	Obst	1",,,
"Gewächs	Blume	1",,,
"Gewächs	Bäume	1",,,
"Gewächs	Zimmerpflanze	1",,,
"Gewächs	Grün	1",,,
"Gewächs	Blätter	1",,,
"Gewächs	Frucht	1",,,
"Gewächs	Topf	1",,,
"Gewächshaus	Gemüse	11",,,
"Gewächshaus	Pflanzen	10",,,
"Gewächshaus	Tomaten	9",,,
"Gewächshaus	Glas	7",,,
"Gewächshaus	warm	6",,,
"Gewächshaus	Garten	5",,,
"Gewächshaus	Treibhaus	3",,,
"Gewächshaus	feucht	3",,,
"Gewächshaus	Blumen	3",,,
"Gewächshaus	Salat	2",,,
"Gewächshaus	schwül	2",,,
"Gewächshaus	Hitze	2",,,
"Gewächshaus	Wärme	2",,,
"Gewächshaus	Pflanze	2",,,
"Gewächshaus	künstlich	2",,,
"Gewächshaus	tropisch	1",,,
"Gewächshaus	heiß	1",,,
"Gewächshaus	Glaswände	1",,,
"Gewächshaus	Spanien	1",,,
"Gewächshaus	Gurke	1",,,
"Gewächshaus	Gärtner	1",,,
"Gewächshaus	Winter	1",,,
"Gewächshaus	grün	1",,,
"Gewächshaus	Gurken	1",,,
"Gewächshaus	wachsen	1",,,
"Gewächshaus	Ernte	1",,,
"Gewächshaus	Baum	1",,,
"Gewächshaus	gießen	1",,,
"Gewächshaus	Gewürze	1",,,
"Gewächshaus	Anbau	1",,,
"Gewächshaus	Blume	1",,,
"Gewächshaus	Strauch	1",,,
"Gewächshaus	Gewächs	1",,,
"Gewächshaus	Gärtnerei	1",,,
"Gewächshaus	Holland	1",,,
"Glocke	Kirche	22",,,
"Glocke	läuten	7",,,
"Glocke	Turm	4",,,
"Glocke	Kirchturm	4",,,
"Glocke	Klang	4",,,
"Glocke	laut	3",,,
"Glocke	klingeln	3",,,
"Glocke	Glockenspiel	3",,,
"Glocke	Kuhglocke	2",,,
"Glocke	beten	2",,,
"Glocke	Gottesdienst	2",,,
"Glocke	Sonntag	2",,,
"Glocke	Schule	2",,,
"Glocke	schlagen	2",,,
"Glocke	Schiff	2",,,
"Glocke	klingen	1",,,
"Glocke	Gong	1",,,
"Glocke	hoch	1",,,
"Glocke	Warnung	1",,,
"Glocke	Tisch	1",,,
"Glocke	Ton	1",,,
"Glocke	Messing	1",,,
"Glocke	Uhr	1",,,
"Glocke	Spiel	1",,,
"Glocke	Glockenblume	1",,,
"Glocke	Hochzeit	1",,,
"Glocke	hell	1",,,
"Glocke	Guss	1",,,
"Glocke	Tür	1",,,
"Glocke	antik	1",,,
"Glocke	Käse	1",,,
"Glocke	Metall	1",,,
"Glocke	Glockenläuten	1",,,
"Glocke	Blume	1",,,
"Glocke	Schlägel	1",,,
"Glocke	schwer	1",,,
"Glocke	Alarmglocke	1",,,
"Glocke	Frauen	1",,,
"Glocke	Weihnachten	1",,,
"Glocke	Dorf	1",,,
"Glockenspiel	Kirche	12",,,
"Glockenspiel	Musik	7",,,
"Glockenspiel	Turm	5",,,
"Glockenspiel	Klang	4",,,
"Glockenspiel	Rathaus	4",,,
"Glockenspiel	Kirchturm	3",,,
"Glockenspiel	Melodie	3",,,
"Glockenspiel	Instrument	3",,,
"Glockenspiel	klingen	2",,,
"Glockenspiel	deutsch	2",,,
"Glockenspiel	laut	2",,,
"Glockenspiel	hell	2",,,
"Glockenspiel	Fußgängerzone	2",,,
"Glockenspiel	klingeln	2",,,
"Glockenspiel	Weihnachten	2",,,
"Glockenspiel	Bronze	1",,,
"Glockenspiel	Sex	1",,,
"Glockenspiel	musizieren	1",,,
"Glockenspiel	Spielmannszug	1",,,
"Glockenspiel	Schlegel	1",,,
"Glockenspiel	Glocke	1",,,
"Glockenspiel	Klöppel	1",,,
"Glockenspiel	klingend	1",,,
"Glockenspiel	harmonisch	1",,,
"Glockenspiel	Bayern	1",,,
"Glockenspiel	Geschichte	1",,,
"Glockenspiel	England	1",,,
"Glockenspiel	Figuren	1",,,
"Glockenspiel	Xylophon	1",,,
"Glockenspiel	kling	1",,,
"Glockenspiel	drehen	1",,,
"Glockenspiel	Uhr	1",,,
"Glockenspiel	Kunsthandwerk	1",,,
"Glockenspiel	Marienplatz	1",,,
"Glockenspiel	Gottesdienst	1",,,
"Glockenspiel	läuten	1",,,
"Glockenspiel	Mittelalter	1",,,
"Glockenspiel	Sonntag	1",,,
"Glockenspiel	Hammer	1",,,
"Glockenspiel	Innenstadt	1",,,
"Glockenspiel	Lied	1",,,
"Glockenspiel	Musiker	1",,,
"Glockenspiel	München	1",,,
"Glockenspiel	schlagen	1",,,
"Glockenspiel	himmlisch	1",,,
"Glockenspiel	golden	1",,,
"Glockenspiel	Musikband	1",,,
"Glockenspiel	Kindheit	1",,,
"Glockenspiel	langweilig	1",,,
"Golf	Schläger	13",,,
"Golf	Ball	10",,,
"Golf	Rasen	6",,,
"Golf	Auto	5",,,
"Golf	Sport	4",,,
"Golf	Loch	3",,,
"Golf	spielen	2",,,
"Golf	Golfplatz	2",,,
"Golf	Golfwagen	2",,,
"Golf	rasen	2",,,
"Golf	einlochen	2",,,
"Golf	Volkswagen	1",,,
"Golf	Fläche	1",,,
"Golf	Bunker	1",,,
"Golf	Reiche	1",,,
"Golf	Golfball	1",,,
"Golf	Golfschläger	1",,,
"Golf	Wiese	1",,,
"Golf	VW	1",,,
"Golf	Grünfläche	1",,,
"Golf	Freizeit	1",,,
"Golf	Proll	1",,,
"Golf	Sonne	1",,,
"Golf	Reichtum	1",,,
"Golf	Kurs	1",,,
"Golf	Spiel	1",,,
"Golf	Tiger	1",,,
"Golf	Löcher	1",,,
"Golf	Feld	1",,,
"Golf	Tiger_Woods	1",,,
"Golf	Park	1",,,
"Golf	Familie	1",,,
"Golf	Gras	1",,,
"Golf	Caddy	1",,,
"Golf	teuer	1",,,
"Golf	Golf_halten	1",,,
"Golf	Cabrio	1",,,
"Golf	exklusiv	1",,,
"Golf	draußen	1",,,
"Golf	Bewegung	1",,,
"Golf	Platz	1",,,
"Golf	alt	1",,,
"Golf	Banker	1",,,
"Golf	Kanada	1",,,
"Golf	langsam	1",,,
"Golf	Männer	1",,,
"Golf	reiche_Schnösel	1",,,
"Golf	langweilig	1",,,
"Golf	Elite	1",,,
"Golfball	weiß	12",,,
"Golfball	Schläger	9",,,
"Golfball	Rasen	8",,,
"Golfball	klein	7",,,
"Golfball	Loch	5",,,
"Golfball	Golfschläger	4",,,
"Golfball	rund	3",,,
"Golfball	Sport	2",,,
"Golfball	Spiel	2",,,
"Golfball	Golfplatz	2",,,
"Golfball	Tiger_Woods	2",,,
"Golfball	Caddy	2",,,
"Golfball	Bunker	1",,,
"Golfball	Golfclub	1",,,
"Golfball	18	1",,,
"Golfball	Sportgerät	1",,,
"Golfball	spielen	1",,,
"Golfball	Kuhlen	1",,,
"Golfball	fliegen	1",,,
"Golfball	Sonne	1",,,
"Golfball	Kurs	1",,,
"Golfball	hart	1",,,
"Golfball	drehen	1",,,
"Golfball	Hole-in-one	1",,,
"Golfball	Fahne	1",,,
"Golfball	9er_Eisen	1",,,
"Golfball	Löcher	1",,,
"Golfball	Anlage	1",,,
"Golfball	Dellen	1",,,
"Golfball	Sportausrüstung	1",,,
"Golfball	Gras	1",,,
"Golfball	schnell	1",,,
"Golfball	Technik	1",,,
"Golfball	schlagen	1",,,
"Golfball	abschlagen	1",,,
"Golfball	See	1",,,
"Golfball	Abschlag	1",,,
"Golfball	Ball	1",,,
"Golfball	verschwinden	1",,,
"Golfball	einlochen	1",,,
"Golfball	Schlag	1",,,
"Golfball	Aerodynamik	1",,,
"Golfball	Golf	1",,,
"Gummi	Reifen	21",,,
"Gummi	Kondom	17",,,
"Gummi	Kautschuk	10",,,
"Gummi	elastisch	9",,,
"Gummi	Kaugummi	8",,,
"Gummi	schwarz	6",,,
"Gummi	Stiefel	5",,,
"Gummi	Plastik	5",,,
"Gummi	dehnbar	4",,,
"Gummi	Sex	3",,,
"Gummi	dehnen	3",,,
"Gummi	Erdöl	3",,,
"Gummi	weich	3",,,
"Gummi	schnipsen	3",,,
"Gummi	kauen	3",,,
"Gummi	Material	3",,,
"Gummi	Bärchen	3",,,
"Gummi	Baum	3",,,
"Gummi	Boot	3",,,
"Gummi	Ball	3",,,
"Gummi	Fahrrad	2",,,
"Gummi	Ente	2",,,
"Gummi	Gummiente	2",,,
"Gummi	reifen	2",,,
"Gummi	Gummibär	2",,,
"Gummi	Gummibärchen	2",,,
"Gummi	Autoreifen	2",,,
"Gummi	Dichtung	2",,,
"Gummi	Öl	2",,,
"Gummi	radieren	2",,,
"Gummi	Regenwald	1",,,
"Gummi	Bleistift	1",,,
"Gummi	Latex	1",,,
"Gummi	spannen	1",,,
"Gummi	Verpackung	1",,,
"Gummi	Radiergummi	1",,,
"Gummi	Gestank	1",,,
"Gummi	Zelle	1",,,
"Gummi	Reibung	1",,,
"Gummi	Gummistiefel	1",,,
"Gummi	Gas	1",,,
"Gummi	kaufen	1",,,
"Gummi	Gummibaum	1",,,
"Gummi	Auto	1",,,
"Gummi	Springball	1",,,
"Gummi	künstlich	1",,,
"Gummi	Wand	1",,,
"Gummi	ausradieren	1",,,
"Gummi	geben	1",,,
"Gummi	Schlauch	1",,,
"Gummi	Handschuhe	1",,,
"Gummi	Ring	1",,,
"Gummi	Elastik	1",,,
"Gummi	Vulkanisation	1",,,
"Gummi	Kohlenstoff	1",,,
"Gummi	Lärmisolierung	1",,,
"Gummi	Verhüterli	1",,,
"Gummi	Kunststoff	1",,,
"Gummi	Untersetzer	1",,,
"Gummi	rasen	1",,,
"Gummi	Radierer	1",,,
"Gummi	zäh	1",,,
"Gummi	Haribo	1",,,
"Gummi	Einmachgummi	1",,,
"Gummi	nachgiebig	1",,,
"Gummi	Gummiband	1",,,
"Gummi	flexibel	1",,,
"Gummibärchen	Haribo	11",,,
"Gummibärchen	süß	10",,,
"Gummibärchen	Gottschalk	5",,,
"Gummibärchen	Gelatine	5",,,
"Gummibärchen	Kinder	5",,,
"Gummibärchen	bunt	4",,,
"Gummibärchen	naschen	4",,,
"Gummibärchen	Zucker	3",,,
"Gummibärchen	Weingummi	2",,,
"Gummibärchen	Tierknochen	2",,,
"Gummibärchen	Süßigkeit	2",,,
"Gummibärchen	lecker	2",,,
"Gummibärchen	essen	2",,,
"Gummibärchen	Farben	2",,,
"Gummibärchen	Fruchtgummi	2",,,
"Gummibärchen	Gummi	1",,,
"Gummibärchen	Gotschalk	1",,,
"Gummibärchen	Fruchtsaft	1",,,
"Gummibärchen	Colorado	1",,,
"Gummibärchen	grün	1",,,
"Gummibärchen	klebrig	1",,,
"Gummibärchen	Kind	1",,,
"Gummibärchen	Goldbären	1",,,
"Gummibärchen	gelb	1",,,
"Gummibärchen	Bande	1",,,
"Gummibärchen	schmackhaft	1",,,
"Gummibärchen	Thomas_Gottschalk	1",,,
"Gummibärchen	weich	1",,,
"Gummibärchen	Schokolade	1",,,
"Gummibärchen	farbig	1",,,
"Gummibärchen	Goldbär	1",,,
"Gummibärchen	Tüten	1",,,
"Gummibärchen	Essen	1",,,
"Gummibärchen	Tüte	1",,,
"Gummibärchen	Süßes	1",,,
"Gummibärchen	rot	1",,,
"Gummibärchen	kauen	1",,,
"Gummibärchen	Frucht	1",,,
"Gummibärchen	kleben	1",,,
"Gummibärchen	Chemie	1",,,
"Gummiente	Badewanne	19",,,
"Gummiente	gelb	10",,,
"Gummiente	quietschen	9",,,
"Gummiente	baden	8",,,
"Gummiente	Spielzeug	5",,,
"Gummiente	Wasser	5",,,
"Gummiente	Loriot	4",,,
"Gummiente	Kind	4",,,
"Gummiente	Kinder	4",,,
"Gummiente	Schaum	2",,,
"Gummiente	Bad	2",,,
"Gummiente	schwimmen	2",,,
"Gummiente	rosa	1",,,
"Gummiente	Badewasser	1",,,
"Gummiente	Meer	1",,,
"Gummiente	Krach	1",,,
"Gummiente	Kleinkind	1",,,
"Gummiente	Entenrennen	1",,,
"Gummiente	Kult	1",,,
"Gummiente	Baby	1",,,
"Gummiente	Spiele	1",,,
"Gummiente	Spaß	1",,,
"Gummiente	Ernie	1",,,
"Gummiente	Phtalate	1",,,
"Gummiente	Hund	1",,,
"Gummistiefel	Regen	21",,,
"Gummistiefel	nass	12",,,
"Gummistiefel	Pfütze	8",,,
"Gummistiefel	Matsch	8",,,
"Gummistiefel	gelb	4",,,
"Gummistiefel	Garten	3",,,
"Gummistiefel	Schlamm	3",,,
"Gummistiefel	Wasser	2",,,
"Gummistiefel	grün	2",,,
"Gummistiefel	Dreck	2",,,
"Gummistiefel	Bauer	2",,,
"Gummistiefel	Käsefüße	1",,,
"Gummistiefel	Match	1",,,
"Gummistiefel	hoch	1",,,
"Gummistiefel	Herbst	1",,,
"Gummistiefel	Gummi	1",,,
"Gummistiefel	Füße	1",,,
"Gummistiefel	Wetter	1",,,
"Gummistiefel	Feldarbeit	1",,,
"Gummistiefel	Festival	1",,,
"Gummistiefel	Gartenarbeit	1",,,
"Gummistiefel	Marienkäfer	1",,,
"Gummistiefel	schwitzen	1",,,
"Gummistiefel	Schweißfüße	1",,,
"Gummistiefel	kalt	1",,,
"Gummistiefel	Schutz	1",,,
"Gummistiefel	stinken	1",,,
"Gummistiefel	rot	1",,,
"Gummistiefel	fischen	1",,,
"Gummistiefel	Pfützen	1",,,
"Gummistiefel	Schuh	1",,,
"Gummistiefel	Kindheit	1",,,
"Gummistiefel	Dorf	1",,,
"Gürtel	Hose	26",,,
"Gürtel	Schnalle	11",,,
"Gürtel	Leder	11",,,
"Gürtel	Gürteltier	3",,,
"Gürtel	Taille	2",,,
"Gürtel	halten	2",,,
"Gürtel	rutschen	2",,,
"Gürtel	festhalten	2",,,
"Gürtel	Rose	2",,,
"Gürtel	Öse	2",,,
"Gürtel	braun	2",,,
"Gürtel	Bauch	2",,,
"Gürtel	Verschluss	1",,,
"Gürtel	Neurose	1",,,
"Gürtel	Spange	1",,,
"Gürtel	Fett	1",,,
"Gürtel	Werkzeuge	1",,,
"Gürtel	Schlaufe	1",,,
"Gürtel	Gürtelrose	1",,,
"Gürtel	zusammenhalten	1",,,
"Gürtel	Gelenk	1",,,
"Gürtel	Pistolen	1",,,
"Gürtel	Mantel	1",,,
"Gürtel	Hosen	1",,,
"Gürtel	eng	1",,,
"Gürtel	Rock	1",,,
"Gürtel	Löcher	1",,,
"Gürtel	schnallen	1",,,
"Gürtel	Gürtelschnalle	1",,,
"Gürtel	Doktor	1",,,
"Gürtel	Tier	1",,,
"Gürtel	Auto	1",,,
"Gürtel	Halt	1",,,
"Gürteltier	Panzer	9",,,
"Gürteltier	Zoo	5",,,
"Gürteltier	Australien	4",,,
"Gürteltier	Wüste	3",,,
"Gürteltier	Tier	3",,,
"Gürteltier	exotisch	3",,,
"Gürteltier	klein	3",,,
"Gürteltier	Schwanz	2",,,
"Gürteltier	Südamerika	2",,,
"Gürteltier	faul	2",,,
"Gürteltier	Säugetier	2",,,
"Gürteltier	gepanzert	2",,,
"Gürteltier	Ameisen	2",,,
"Gürteltier	langsam	2",,,
"Gürteltier	Armadillo	2",,,
"Gürteltier	Schuppen	1",,,
"Gürteltier	Lebewesen	1",,,
"Gürteltier	plump	1",,,
"Gürteltier	Straße	1",,,
"Gürteltier	Schildkröte	1",,,
"Gürteltier	Natur	1",,,
"Gürteltier	Außenhaut	1",,,
"Gürteltier	Zunge	1",,,
"Gürteltier	Amerika	1",,,
"Gürteltier	hart	1",,,
"Gürteltier	eigenartig	1",,,
"Gürteltier	auffallend	1",,,
"Gürteltier	einrollen	1",,,
"Gürteltier	Frosch	1",,,
"Gürteltier	bedroht	1",,,
"Gürteltier	Boden	1",,,
"Gürteltier	erforschen	1",,,
"Gürteltier	Stein	1",,,
"Gürteltier	Patagonien	1",,,
"Gürteltier	Wildnis	1",,,
"Gürteltier	hässlich	1",,,
"Gürteltier	schlafen	1",,,
"Gürteltier	Rüssel	1",,,
"Gürteltier	Dschungel	1",,,
"Gürteltier	Spezies	1",,,
"Gürteltier	Afrika	1",,,
"Gürteltier	Delikatesse	1",,,
"Gürteltier	flink	1",,,
"Gürteltier	Reptil	1",,,
"Gürteltier	interessant	1",,,
"Gürteltier	lange_Schnauze	1",,,
"Gürteltier	urig	1",,,
"Gürteltier	überfahren	1",,,
"Gürteltier	selten	1",,,
"Gürteltier	schnüffeln	1",,,
"Gürteltier	Auto	1",,,
"Gürteltier	lustig	1",,,
"Gürteltier	Amazonas	1",,,
"Gürteltier	Exotik	1",,,
"Gürteltier	Bein	1",,,
"Gürteltier	Ratte	1",,,
"Haar	Friseur	9",,,
"Haar	Frisur	8",,,
"Haar	lang	6",,,
"Haar	Shampoo	5",,,
"Haar	Kamm	5",,,
"Haar	schneiden	5",,,
"Haar	Kopf	5",,,
"Haar	Farbe	3",,,
"Haar	Schere	3",,,
"Haar	blond	2",,,
"Haar	Bürste	2",,,
"Haar	dünn	2",,,
"Haar	Locken	2",,,
"Haar	Glatze	2",,,
"Haar	waschen	2",,,
"Haar	Spange	1",,,
"Haar	Blondine	1",,,
"Haar	schön	1",,,
"Haar	schütt	1",,,
"Haar	bunt	1",,,
"Haar	Mund	1",,,
"Haar	spalten	1",,,
"Haar	Haarriss	1",,,
"Haar	grau	1",,,
"Haar	Katze	1",,,
"Haar	Pracht	1",,,
"Haar	Fön	1",,,
"Haar	wachsen	1",,,
"Haar	Alter	1",,,
"Haar	Haarspange	1",,,
"Haar	Zopf	1",,,
"Haar	weich	1",,,
"Haar	Pflege	1",,,
"Haar	braun	1",,,
"Haar	geschmeidig	1",,,
"Haar	rot	1",,,
"Haar	Schönheit	1",,,
"Haar	trocken	1",,,
"Haar	Frauen	1",,,
"Haar	Bart	1",,,
"Haar	kämmen	1",,,
"Haar	rasieren	1",,,
"Haarreifen	Mädchen	13",,,
"Haarreifen	Frisur	10",,,
"Haarreifen	Haare	6",,,
"Haarreifen	Frau	5",,,
"Haarreifen	Haar	4",,,
"Haarreifen	Schmuck	3",,,
"Haarreifen	schön	2",,,
"Haarreifen	lange_Haare	2",,,
"Haarreifen	Ordnung	2",,,
"Haarreifen	binden	2",,,
"Haarreifen	Kopf	2",,,
"Haarreifen	ausgehen	1",,,
"Haarreifen	Eitelkeit	1",,,
"Haarreifen	Sternchen	1",,,
"Haarreifen	Spange	1",,,
"Haarreifen	Friseur	1",,,
"Haarreifen	rosa	1",,,
"Haarreifen	Accessoire	1",,,
"Haarreifen	Pony	1",,,
"Haarreifen	Pferdeschwanz	1",,,
"Haarreifen	Krönchen	1",,,
"Haarreifen	Kamm	1",,,
"Haarreifen	Diadem	1",,,
"Haarreifen	Spiegel	1",,,
"Haarreifen	lang	1",,,
"Haarreifen	Kind	1",,,
"Haarreifen	Gesicht	1",,,
"Haarreifen	Bad	1",,,
"Haarreifen	festhalten	1",,,
"Haarreifen	langes_Haar	1",,,
"Haarreifen	pflegen	1",,,
"Haarreifen	Strähnen	1",,,
"Haarreifen	Gold	1",,,
"Haarreifen	bändigen	1",,,
"Haarreifen	Zopf	1",,,
"Haarreifen	braun	1",,,
"Haarreifen	Metall	1",,,
"Haarreifen	ordentlich	1",,,
"Haarreifen	Wirr	1",,,
"Haarreifen	Schönheit	1",,,
"Haarreifen	weiblich	1",,,
"Haarreifen	zusammengebunden	1",,,
"Haarreifen	Frauen	1",,,
"Haarreifen	kämmen	1",,,
